"store_id","uptime_last_hour","uptime_last_day","uptime_last_week","downtime_last_hour","downtime_last_day","downtime_last_week"
"940771c8-a9d0-4251-bc6e-77689618bb0b",1,"0.02","0.02",1,"0.02","0.02"
"92921c12-2ae9-4a4e-a8b5-054070c143c2",102249,"3792.32","6404.38",1,"150.55","0.02"
